Wavelengths [nm]	Spectral Irradiance [W/cm^2/nm]
614.0	1.3696911156321678
615.0	1.3781868010077074
616.0	1.387617200641484
617.0	1.3962408073564752
618.0	1.4053301610913673
619.0	1.4135916284008272
620.0	1.418477731064073
621.0	1.4198675395748641
622.0	1.4193639358525736
623.0	1.4161465763472876
624.0	1.406680629792005
625.0	1.3990229351517087
626.0	1.3906428143960952
627.0	1.3842361282943185
628.0	1.377275301051531
629.0	1.3721897918113841
630.0	1.3690383302661595
631.0	1.364793216063403
632.0	1.358877979924215
633.0	1.3525191056044747
634.0	1.3440985664201495
635.0	1.3302381829024903
636.0	1.3183470727082551
637.0	1.3043431099411986
638.0	1.2938657916279321
639.0	1.281383917219352
640.0	1.2744325612404523
641.0	1.2665484749676468
642.0	1.26320978843482
643.0	1.2652069282547616
644.0	1.2712868652943015
645.0	1.28259368302793
646.0	1.294241907373864
647.0	1.3039141801456395
648.0	1.3085202163033272
649.0	1.3059596169741394
650.0	1.2976138374843569
651.0	1.282790615471377
652.0	1.2614659434806825
653.0	1.2476508460089983
654.0	1.238601909271855
655.0	1.228652085796108
656.0	1.2245734764833764
657.0	1.2218914764402857
658.0	1.219092163110314
659.0	1.2156898453778573
660.0	1.2147585435187418
661.0	1.2213494168140242
662.0	1.227370490434735
663.0	1.2344042588760473
664.0	1.2436034371905835
665.0	1.2546899440092953
666.0	1.2608765168712994
667.0	1.266689844023696
668.0	1.2680093965496315
669.0	1.2717505839884127
670.0	1.274463339168614
671.0	1.2742285501026813
672.0	1.2748876446386237
673.0	1.2744576815717097
674.0	1.2721994006499882
675.0	1.2682365270195937
676.0	1.2647551086375506
677.0	1.258567758880938
678.0	1.2559733849362091
679.0	1.2598768881034754
680.0	1.2708850066107666
681.0	1.2859181383227052
682.0	1.3057599956780968
683.0	1.3310946405641382
684.0	1.3507218196509687
685.0	1.3659551142250328
686.0	1.3816540228812226
687.0	1.3899218240218476
688.0	1.3933511144378175
689.0	1.385143285587121
690.0	1.3711990816750053
691.0	1.3403965251489283
692.0	1.3087081827884992
693.0	1.2726367235511036
694.0	1.2262824105387022
695.0	1.192711219930203
696.0	1.166247981677736
697.0	1.1410758199032014
698.0	1.1265822925264732
699.0	1.11442781131701
700.0	1.0998357047156802
701.0	1.0889023152351898
702.0	1.0777519630318015
703.0	1.0698885393632491
704.0	1.0666631569431104
705.0	1.0698521522645603
706.0	1.0817350488751931
707.0	1.1030028142500088
708.0	1.1406838356953841
709.0	1.1779312408880491
710.0	1.2232093189189517
711.0	1.2535161055285144
712.0	1.2735519143662768
713.0	1.2777742773481682
714.0	1.265514865446835
715.0	1.2417741616416873
716.0	1.199231134163817
717.0	1.1622855586036587
718.0	1.1182458301222857
719.0	1.0864245175781633
720.0	1.060354518669902
721.0	1.0374978277748217
722.0	1.024102845444564
723.0	1.0173124784281309
724.0	1.019930153707188
725.0	1.0294437688533549
726.0	1.0471020541242382
727.0	1.0666620910886355
728.0	1.0958260007910299
729.0	1.1219497112437706
730.0	1.1446511566694562
731.0	1.1653376349811535
732.0	1.173663945279562
733.0	1.1692437700931382
734.0	1.154059058282909
735.0	1.1273290883355649
736.0	1.1039153884501929
737.0	1.082524514579416
738.0	1.0641306711230314
739.0	1.0568062744383402
740.0	1.0565602779517063
741.0	1.0563117209278152
742.0	1.052972824589305
743.0	1.038009493478606
744.0	1.019798056654113
745.0	0.9934495171354153
746.0	0.9734922311948296
747.0	0.9562797369968998
748.0	0.9488739368149424
749.0	0.9461386288204608
750.0	0.9477789550361504
751.0	0.9487502514580531
752.0	0.950122079162152
753.0	0.9482423436657262
754.0	0.9460359333160816
755.0	0.9441207338063332
756.0	0.9456346223820429
757.0	0.9515481745679892
758.0	0.969473325005911
759.0	1.0006689041133192
760.0	1.0705672347969355
761.0	1.1891261658684322
762.0	1.2996892528834005
763.0	1.4270579244043715
764.0	1.4910912205332305
765.0	1.4912185522869257
766.0	1.4276121466868332
767.0	1.287978515156386
768.0	1.1544670429849624
769.0	1.0043123795374578
770.0	0.9073224266956449
771.0	0.8398411215677934
772.0	0.8001038352879928
773.0	0.7699827665779683
774.0	0.7429146832854574
775.0	0.7186741026191901
776.0	0.6969747234644907
777.0	0.6803021065640654
778.0	0.666400286174957
779.0	0.657307401099618
780.0	0.647853745213776
781.0	0.6413004015987877
782.0	0.6327499978000696
783.0	0.6247073228948526
784.0	0.6187732165395278
785.0	0.6207471097074531
786.0	0.6297931156446542
787.0	0.6428261895485622
788.0	0.6598386143872654
789.0	0.6682013935020379
790.0	0.6668260246701427
791.0	0.6558574970055016
792.0	0.6316420090016893
793.0	0.6094832148880824
794.0	0.5848261654195791
795.0	0.5699136869269105
796.0	0.5625993453221061
797.0	0.5621505937638273
798.0	0.5610692552121588
799.0	0.5556101656272027
800.0	0.5405679647096066
801.0	0.5234524837536251
802.0	0.49776592772606904
803.0	0.472139295431448
804.0	0.4559048962720507
805.0	0.44314799340549316
806.0	0.43761654700112823
807.0	0.4350000334317052
808.0	0.43348912466409156
809.0	0.43090898168205216
810.0	0.427749192988175
811.0	0.4208825426926773
812.0	0.4152213343175823
813.0	0.4078552665537452
814.0	0.4071848404799324
815.0	0.4121964613556057
816.0	0.43396360167098674
817.0	0.47554483958686594
818.0	0.5994646902404696
819.0	0.8522333535033807
820.0	1.3554032823082869
821.0	1.7837654928869897
822.0	2.317066116822663
823.0	2.6745648955441492
824.0	2.854061116550638
825.0	2.822904914204859
826.0	2.6342889295905603
827.0	2.2784408682999335
828.0	1.9212673672971168
829.0	1.5295132267854703
830.0	1.3492712804915328
831.0	1.1759417208611658
832.0	1.0556230902705706
833.0	0.9987181783334517
834.0	0.9710376325674198
835.0	0.9463274339034637
836.0	0.893332836351458
837.0	0.800257294809601
838.0	0.7260122389391369
839.0	0.6354844802335179
840.0	0.572807169413967
841.0	0.5236890665496337
842.0	0.48500765389105394
843.0	0.44281719590992935
844.0	0.38839291980106605
845.0	0.33879884119515763
846.0	0.2832846251750425
847.0	0.24450140905261777
848.0	0.22904850125033613
849.0	0.21983525596382547
850.0	0.21525713049768228
851.0	0.21206908108144346
852.0	0.21176627792977096
853.0	0.21298027478386397
854.0	0.215535536668977
855.0	0.21868176540401735
856.0	0.22369264602529068
857.0	0.2291040450714338
858.0	0.23378424797739203
859.0	0.23920993900096973
860.0	0.24470553852719634
861.0	0.25093405525490664
862.0	0.26048639703343507
863.0	0.2731220888445951
864.0	0.28574706857548376
865.0	0.30333222355481765
866.0	0.3224947623053786
867.0	0.3388817766243081
868.0	0.3588330433558338
869.0	0.3762861446768453
870.0	0.39964970836643027
871.0	0.42763984042893266
872.0	0.45324751304211663
873.0	0.4898773030867341
874.0	0.5283015459364936
875.0	0.568472002385553
876.0	0.64855532515566
877.0	0.8594392273330766
878.0	1.2040800800809164
879.0	1.8606613196722754
880.0	2.5834142489657417
881.0	3.1112940635749196
882.0	3.3795263599214334
883.0	3.414446785067777
884.0	3.117896944807825
885.0	2.695079527551378
886.0	2.0906700304359522
887.0	1.4973163167637382
888.0	1.2311636734613043
889.0	1.0369729317044492
890.0	0.9784900941870067
891.0	1.039020145021664
892.0	1.2165705922432266
893.0	1.4418153308300377
894.0	1.6456779257918612
895.0	1.7358708837590773
896.0	1.7488501269118475
897.0	1.6558273729948618
898.0	1.4988639105691464
899.0	1.2671714812479138
900.0	1.0836187561659305
901.0	1.082908794681657
902.0	1.2028036062794714
903.0	1.4185361466190123
904.0	1.616365202215207
905.0	1.6906163263188236
906.0	1.6748499889818018
907.0	1.5399590849503761
908.0	1.2775655835926627
909.0	0.9829509555115763
910.0	0.7613402713760203
911.0	0.6378717211842854
912.0	0.7310381070116047
913.0	1.0275663810873443
914.0	1.3862730422197962
915.0	1.8170914542367236
916.0	2.1667089396565635
917.0	2.320345820211714
918.0	2.304182055963165
919.0	2.0806522737235222
920.0	1.7029305112385345
921.0	1.2878670568452828
922.0	0.9923488946281391
923.0	0.7723470560732894
924.0	0.6486037331913027
925.0	0.55811639980278
926.0	0.4929551565227369
927.0	0.4584374727965774
928.0	0.4348161636307335
929.0	0.4290691661744289
930.0	0.4321262651182632
931.0	0.4401910739403104
932.0	0.44979669077936174
933.0	0.47405656667541024
934.0	0.5321113330493995
935.0	0.6148366984286401
936.0	0.7237994945032087
937.0	0.8106789482018488
938.0	0.8929350819349662
939.0	0.9440527106365881
940.0	0.9527012653396705
941.0	0.9268886568408385
942.0	0.8855040792219687
943.0	0.8532003406287636
944.0	0.8294884410059186
945.0	0.8206345687030183
946.0	0.830322747860073
947.0	0.8601588682625323
948.0	0.9036545052178389
949.0	0.9410781715146246
950.0	0.9744669067596508
951.0	0.983638726588482
952.0	0.9624802099845996
953.0	0.9070605734742813
954.0	0.8174839944118435
955.0	0.7100372705820592
956.0	0.6022011467682233
957.0	0.5249375831195027
958.0	0.45499266486675727
959.0	0.4015384296948468
960.0	0.36932648436033255
961.0	0.34687624525998956
962.0	0.3343624645799965
963.0	0.3299866460181648
964.0	0.3358586628880296
965.0	0.35051125476413836
966.0	0.381733060345829
967.0	0.42511287914156093
968.0	0.4773871737305
969.0	0.5318520043897327
970.0	0.574948822864692
971.0	0.60688893002241
972.0	0.6194305394886463
973.0	0.6189564678622854
974.0	0.6223583522249355
975.0	0.6708760254583266
976.0	0.8674668169463854
977.0	1.1453823810722392
978.0	1.5470646389492284
979.0	1.823322636998791
980.0	1.9315009055197911
981.0	1.8786843988500619
982.0	1.644095986178786
983.0	1.260870237767362
984.0	0.8367828263336486
985.0	0.590563674895595
986.0	0.4979088490180084
987.0	0.5370438975450331
988.0	0.7345428491218031
989.0	1.0919450745351793
990.0	1.53695010273012
991.0	1.8448520036755465
992.0	2.0132259202708473
993.0	2.0283892357182203
994.0	1.8751593340108257
995.0	1.560852310134727
996.0	1.1713784198414614
997.0	0.8056589240084739
998.0	0.6078520266431144
999.0	0.4886065290128935
1000.0	0.43675987905505365
1001.0	0.4049607808934073
1002.0	0.38778422989026023
1003.0	0.3751784015972028
1004.0	0.3658758667198174
1005.0	0.3590517397873051
1006.0	0.3559451060896236
1007.0	0.3623445706442544
1008.0	0.38756742956298934
1009.0	0.42973112187607854
1010.0	0.48113267337129456
1011.0	0.5266890822519938
1012.0	0.5563513124494607
1013.0	0.5645839252033965
1014.0	0.546289505784611
1015.0	0.5021866275002836
1016.0	0.4436245561531524
1017.0	0.3841864483052237
1018.0	0.333712908346293
1019.0	0.29388139606992014
1020.0	0.2638141456080189
1021.0	0.23591559234180642
1022.0	0.2213590561064665
1023.0	0.2105613280812361
1024.0	0.20273744646778644
1025.0	0.19725922275072585
1026.0	0.19290511752862763
1027.0	0.18975599485880165
1028.0	0.18796496191345727
1029.0	0.18773122396281897
1030.0	0.18889848831265046
1031.0	0.19178344604158948
1032.0	0.19283375399961136
1033.0	0.19190874004859526
1034.0	0.1890379956714966
1035.0	0.18386326396339325
1036.0	0.1770799603526099
1037.0	0.17035476742022262
1038.0	0.1646817357696366
1039.0	0.16221313694364697
1040.0	0.1594230129414863
1041.0	0.1587899938922277
1042.0	0.15933316594999486
1043.0	0.16148052750193823
1044.0	0.1648148652036739
1045.0	0.1694381969557203
1046.0	0.17762770759514793
1047.0	0.18621806246042072
1048.0	0.19797710776012986
1049.0	0.21404016735574957
1050.0	0.23324324686670486
1051.0	0.24963922212477385
1052.0	0.2616926237324943
1053.0	0.265396786215284
1054.0	0.2622439396157163
1055.0	0.25151115501886456
1056.0	0.23390440228063147
1057.0	0.21022703451504607
1058.0	0.1931380512894248
1059.0	0.1799310956257153
1060.0	0.16981707689483044
1061.0	0.16312474304729055
1062.0	0.15522883605077967
1063.0	0.149035445072705
1064.0	0.14604558248008465
1065.0	0.14278726257131577
1066.0	0.14002439230955374
1067.0	0.13937531840118605
1068.0	0.14068202247448092
1069.0	0.14362365987601852
1070.0	0.14810664207326585
1071.0	0.1513841208124869
1072.0	0.15380128454176187
1073.0	0.15722833922132495
1074.0	0.16022064310508372
1075.0	0.16183497467986926
1076.0	0.1621528866165145
1077.0	0.1627526193428054
1078.0	0.16550774836163656
1079.0	0.17425428740330545
1080.0	0.2089330623698805
1081.0	0.2510444220012552
1082.0	0.29135684806930423
1083.0	0.3070540217161646
1084.0	0.3088945174825301
1085.0	0.2979014773286342
1086.0	0.27365335773145333
1087.0	0.23321120919620228
1088.0	0.21657214516665352
1089.0	0.2105114391555388
1090.0	0.2069917408643
1091.0	0.20281122044251407
1092.0	0.18908859619990184
1093.0	0.1690135453189101
1094.0	0.1476023205690535
1095.0	0.13071971183710474
1096.0	0.12204361938303034
1097.0	0.11777978723146326
1098.0	0.1140787835088094
1099.0	0.11231574340152344
1100.0	0.11190833034164832
